title,author,publisher,ISBN,category,date,pages,price,discount_price
Το διήγημα της Αντίστασης. Τόμος 2ος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-672-3,Ελληνική Λογοτεχνία,1993,384,10.00€ , 7.00€
Σκόρπιες σελίδες της ζωής και του ονείρου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-059-7,Ελληνική Λογοτεχνία,2008,72,8.00€ , 5.60€
«Αγαπάω…»,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-010-Χ,Ελληνική Λογοτεχνία,2006,128,8.00€ , 5.60€
Διηγήματα Άπαντα. Τόμος Β΄,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-975-8,Ελληνική Λογοτεχνία,2004,296,12.00€ , 8.40€
Διηγήματα Άπαντα. Τόμος Α΄,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-945-1,Ελληνική Λογοτεχνία,2003,240,12.00€ , 8.40€
Αλλαγή συνθηκών,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-387-2,Ελληνική Λογοτεχνία,1991,144,7.00€ , 4.90€
Τα πεζά,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-737-1,Ελληνική Λογοτεχνία,1995,356,11.00€ , 8.80€
Μετά την αποψίλωση,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-307-4,Ελληνική Λογοτεχνία,1988,256,7.00€ , 4.90€
Για μια πορεία,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-308-2,Ελληνική Λογοτεχνία,1988,128,7.00€ , 4.90€
Οι κανίβαλοι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-815-7,Ελληνική Λογοτεχνία,1997,88,6.00€ , 4.20€
Συναξάρι νεομαρτύρων,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-967-6,Ελληνική Λογοτεχνία,2004,112,7.00€ , 4.90€
Λάινα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-636-7,Ελληνική Λογοτεχνία,1992,120,6.00€ , 4.20€
Στο στόμα του λύκου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-998-6,Ελληνική Λογοτεχνία,2005,144,8.00€ , 5.60€
Ιχνηλασίες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-974-9,Ελληνική Λογοτεχνία,2004,280,14.00€ , 9.80€
Ανθρώπινα μέτρα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Ελληνική Λογοτεχνία,1984,192,6.00€ , 4.20€
Κραυγές σιωπής,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-306-6,Ελληνική Λογοτεχνία,1984,128,6.00€ , 4.80€
Καθώς μεγαλώναμε…,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-887-4,Ελληνική Λογοτεχνία,2001,192,10.00€ , 7.00€
Ιστορίες στοχασμού και αναψυχής,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-994-3,Ελληνική Λογοτεχνία,2005,240,12.00€ , 8.40€
Παίρνω αμπάριζα και βγαίνω,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-156-Χ,Ελληνική Λογοτεχνία,1989,96,6.00€ , 4.20€
Το όνειρο του Γιάντζου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-061-0,Ελληνική Λογοτεχνία,2008,120,9.00€ , 6.30€
Ιστορίες του βουνού,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-036-8,Ελληνική Λογοτεχνία,2007,96,7.00€ , 4.90€
Παρακαλώ μη θίγετε το φασισμό μου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-039-9,Ελληνική Λογοτεχνία,2007,136,9.00€ , 6.30€
O λαός του ήλιου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-685-5,Ελληνική Λογοτεχνία,1993,152,6.00€ , 4.20€
Ανώνυμοι ήρωες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-968-4,Ελληνική Λογοτεχνία,2004,256,12.00€ , 8.40€
Πινελιές από την Κατοχή και την Αντίσταση στην Αθήνα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-919-6,Ελληνική Λογοτεχνία,2003,104,7.00€ , 5.60€
Γραφή παρανόμων,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-957-9,Ελληνική Λογοτεχνία,2004,136,7.00€ , 5.60€
Από την αρχή,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-285-Χ,Ελληνική Λογοτεχνία,1987,96,8.00€ , 6.40€
CABRIO,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-641-3,Ελληνική Λογοτεχνία,1992,200,8.00€ , 5.60€
Τα χρυσοΰφαντα όνειρα της Ροδόκλειας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-936-6,Ελληνική Λογοτεχνία,2003,224,10.00€ , 8.00€
Η μεγάλη νύχτα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-984-6,Ελληνική Λογοτεχνία,2005,168,10.00€ , 8.00€
Χαμένες ευκαιρίες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-897-1,Ελληνική Λογοτεχνία,2001,104,5.00€ , 3.50€
Νήλιος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-850-5,Ελληνική Λογοτεχνία,1999,440,18.00€ , 12.60€
Το μικρό χωριό της λίμνης,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-045-0,Ελληνική Λογοτεχνία,2007,224,13.00€ , 9.10€
Ζωή δίχως συμβιβασμούς,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-043-6,Ελληνική Λογοτεχνία,2007,288,15.00€ , 10.50€
Ρίξε λίγο άσπρο$ μην το φοβάσαι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-107-1,Ελληνική Λογοτεχνία,1989,206,10.00€ , 7.00€
Οι ρίζες του ποταμού (Κρατικό βραβείο) γ. Αντίσταση και πόλεμος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-862-9,Ελληνική Λογοτεχνία,1979,448,15.00€ , 10.50€
Οι ρίζες του ποταμού (Κρατικό βραβείο) β. Αστοί και εργάτες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-861-0,Ελληνική Λογοτεχνία,1979,360,15.00€ , 10.50€
Οι ρίζες του ποταμού (Κρατικό βραβείο) α. Ραγιάδες και κολήγοι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-855-6,Ελληνική Λογοτεχνία,1978,664,15.00€ , 10.50€
H Γιωργαλού,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-736-3,Ελληνική Λογοτεχνία,1995,56,5.00€ , 3.50€
Τα παραμύθια του Αβραάμ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-776-2,Ελληνική Λογοτεχνία,1996,88,5.00€ , 3.50€
Σε καιρούς δύσκολους,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-027-4,Ελληνική Λογοτεχνία,2006,176,10.00€ , 7.00€
Με τη Λόπη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-000-2,Ελληνική Λογοτεχνία,2005,224,12.00€ , 8.40€
Ο δρομάκος με την πιπεριά,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-148-9,Ελληνική Λογοτεχνία,1985,584,15.00€ , 10.50€
Δέκα ατελείωτες ώρες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-119-8,Ελληνική Λογοτεχνία,2011,168,9.00€ , 6.30€
Όσο βαστούσαν τα μελτέμια,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-928-5,Ελληνική Λογοτεχνία,2003,168,10.00€ , 7.00€
Η ιστορία ενός ανθρώπου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-014-2,Ελληνική Λογοτεχνία,2006,288,15.00€ , 10.50€
Στην Αθήνα του Αλκιβιάδη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-938-2,Ελληνική Λογοτεχνία,2003,184,10.00€ , 7.00€
Που ‘ναι η μάνα σου$ μωρή!,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-130-3,Ελληνική Λογοτεχνία,2011,352,17.00€ , 11.90€
Το τέρμα της αντοχής,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Ελληνική Λογοτεχνία,1984,178,5.00€ , 3.50€
H ζώνη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-066-5,Ελληνική Λογοτεχνία,2008,112,9.00€ , 6.30€
Το δόκανο,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-042-9,Ελληνική Λογοτεχνία,2007,176,10.00€ , 7.00€
Ευρύλοχος Αλεύα ο Λαρισαίος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-970-6,Ελληνική Λογοτεχνία,2004,264,14.00€ , 9.80€
Ανδρόνικος Α΄ Κομνηνός$ ο «Φιλόλαος»,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-901-3,Ελληνική Λογοτεχνία,2001,352,16.00€ , 11.20€
Πέντε ώρες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-180-2,Ελληνική Λογοτεχνία,1989,296,10.00€ , 7.00€
O τελευταίος τρύγος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-291-4,Ελληνική Λογοτεχνία,1986,224,6.00€ , 4.20€
Οι κλέφτες του ήλιου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-962-5,Ελληνική Λογοτεχνία,2004,272,14.00€ , 9.80€
…Και το τρένο τραβούσε για τα ξεχερσώματα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-837-9,Ελληνική Λογοτεχνία,1998,616,16.00€ , 11.20€
Συμπτωματικές οι ομοιότητες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-949-8,Ελληνική Λογοτεχνία,2004,312,14.00€ , 9.80€
Επικίνδυνες αποστολές,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-819-Χ,Ελληνική Λογοτεχνία,1998,168,10.00€ , 8.00€
Καπεταν-Μανούσος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-075-7,Ελληνική Λογοτεχνία,2008,120,10.00€ , 8.00€
Χαρίδημος και Κλημεντίνη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-003-7,Ελληνική Λογοτεχνία,2005,160,10.00€ , 7.00€
Η Μαρία,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-011-8,Ελληνική Λογοτεχνία,2006,72,8.00€ , 5.60€
Τι είδε η Γιασμίν;,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-918-8,Ελληνική Λογοτεχνία,2003,320,15.00€ , 10.50€
Τι θα γίνει επιτέλους με τη μαμά;,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-690-1,Ελληνική Λογοτεχνία,1993,200,11.00€ , 7.70€
Συνοικισμός Χαροκόπου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-758-4,Ελληνική Λογοτεχνία,1995,288,13.00€ , 9.10€
Η μάνα του καλοκαιριού,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-177-2,Ελληνική Λογοτεχνία,1989,208,12.00€ , 8.40€
Ένα συνηθισμένο περιστατικό,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-884-Χ,Ελληνική Λογοτεχνία,2001,240,13.00€ , 10.40€
Αναζητώντας το χαμένο γάτο,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-853-Χ,Ελληνική Λογοτεχνία,1999,240,13.00€ , 9.10€
Ασημίνα Λαΐου. O εθνικός δρυμός των δακρύων (Κρατικό βραβείο),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-288-4,Ελληνική Λογοτεχνία,1984,288,6.00€ , 4.80€
Χωρικοί. Τόμος III,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-730-4,Ελληνική Λογοτεχνία,1995,488,15.00€ , 10.50€
Χωρικοί. Τόμος II,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-721-5,Ελληνική Λογοτεχνία,1995,456,15.00€ , 10.50€
Χωρικοί. Τόμος I,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-718-5,Ελληνική Λογοτεχνία,1994,440,15.00€ , 10.50€
Νήσος Τρίκερι τη…,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-687-1,Ελληνική Λογοτεχνία,1993,296,10.00€ , 7.00€
Χρωματιστοί κύκλοι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-865-3,Ελληνική Λογοτεχνία,2000,304,14.00€ , 11.20€
Το στοίχημα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-877-7,Ελληνική Λογοτεχνία,2000,88,7.00€ , 4.90€
Ο Μπελέτης,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-813-0,Ελληνική Λογοτεχνία,1997,128,9.00€ , 7.20€
Η μάχη της Νάουσας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-851-3,Ελληνική Λογοτεχνία,1999,112,9.00€ , 6.30€
Νύχτες και αυγές Β. Τα βουνά,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Ελληνική Λογοτεχνία,1987,520,4.00€ , 2.80€
O αλύγιστος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-110-1,Ελληνική Λογοτεχνία,1978,228,11.00€ , 7.70€
Γαλαρία Νο 7,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-286-8,Ελληνική Λογοτεχνία,1976,392,12.00€ , 8.40€
Χάρτινες βαρκούλες στη Μακρόνησο,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-953-6,Ελληνική Λογοτεχνία,2004,176,11.00€ , 8.80€
O άλλος δραπέτης,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-868-8,Ελληνική Λογοτεχνία,2000,280,14.00€ , 9.80€
Το μονοπάτι των λαμπερών χαλικιών,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-025-8,Ελληνική Λογοτεχνία,2006,432,15.00€ , 10.50€
Το βάθος της καρδιάς,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-068-9,Ελληνική Λογοτεχνία,2008,304,16.00€ , 11.20€
Οι ένορκοι του Παρισιού,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-122-8,Ελληνική Λογοτεχνία,2011,168,9.00€ , 6.30€
Εκεί που πετούσαν οι αετοί,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-956-0,Ελληνική Λογοτεχνία,2004,216,12.00€ , 8.40€
Τύμπανα του 1909,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-303-9,Ελληνική Λογοτεχνία,1986,108,6.00€ , 4.80€
Τα ανθρωπάκια του ιδρώτα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-842-4,Ελληνική Λογοτεχνία,1999,336,15.00€ , 10.50€
O Κουστό και οι τυφώνες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-948-Χ,Ελληνική Λογοτεχνία,2003,240,13.00€ , 9.10€
Ο Δον Κιχώτης σε νέες περιπέτειες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-898-Χ,Ελληνική Λογοτεχνία,2001,280,13.00€ , 9.10€
ΕΣΣΔ.Με το χέρι στην καρδιά.1968-1993,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-129-7,Ελληνική Λογοτεχνία,2011,456,15.00€ , 10.50€
Η βαλίτσα του Γιώργη Πικρογιώργη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-982-Χ,Ελληνική Λογοτεχνία,2005,320,15.00€ , 12.00€
Όσα δε σβήνει ο χρόνος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-981-1,Ελληνική Λογοτεχνία,2005,320,15.00€ , 10.50€
Ώσπου να ‘ρθει το αύριο,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-932-3,Ελληνική Λογοτεχνία,2003,392,15.00€ , 10.50€
«Εξ οικείου σφάλματος»,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-905-6,Ελληνική Λογοτεχνία,2002,200,10.00€ , 8.00€
Ταξίδι μνήμης και ονείρου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-827-0,Ελληνική Λογοτεχνία,1998,376,14.00€ , 11.20€
Τελικά ο έρωτας είναι κεραυνοβόλος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-977-3,Ελληνική Λογοτεχνία,2005,416,15.00€ , 10.50€
Νέα Υόρκη$ Παρίσι$ Βαγδάτη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-023-1,Ελληνική Λογοτεχνία,2006,176,10.00€ , 8.00€
Αναδρομή στο χώρο και το χρόνο,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-991-9,Ελληνική Λογοτεχνία,2005,168,9.00€ , 6.30€
Η Αναρά,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-979-Χ,Ελληνική Λογοτεχνία,2005,272,14.00€ , 9.80€
Εφιάλτες και όνειρα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-839-4,Ελληνική Λογοτεχνία,1998,296,12.00€ , 9.60€
Δάκρυ και ελπίδα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-870-Χ,Ελληνική Λογοτεχνία,2000,304,13.00€ , 9.10€
Ιστορίες του Mr MILTON,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-018-5,Ελληνική Λογοτεχνία,2006,264,14.00€ , 9.80€
Δυτική λεωφόρος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-065-8,Ελληνική Λογοτεχνία,2008,296,15.00€ , 10.50€
Πικρό αντίδωρο,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-032-0,Ελληνική Λογοτεχνία,2007,280,15.00€ , 10.50€
Η δεύτερη άνοιξη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-012-6,Ελληνική Λογοτεχνία,2006,272,14.00€ , 9.80€
Μη νομιμόφρων,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Ελληνική Λογοτεχνία,1985,80,4.00€ , 3.20€
Τα θαύματα έρχονται στην ώρα τους,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-113-6,Ελληνική Λογοτεχνία,1988,192,6.00€ , 4.20€
Μάνααα…,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-926-0,Ελληνική Λογοτεχνία,2003,240,13.00€ , 9.10€
O Πύργος του Ακροπόταμου,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-172-3,Ελληνική Λογοτεχνία,2013(4η έκδοση),208,10.00€ , 7.00€
Αγάπη στο χωριό – Υπεράνθρωπος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-145-4,Ελληνική Λογοτεχνία,1989,204,5.00€ , 3.50€
Συριανά διηγήματα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-031-2,Ελληνική Λογοτεχνία,2006,280,14.00€ , 9.80€
Το μεγάλο παιδί,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-188-8,Ελληνική Λογοτεχνία,1990,176,5.00€ , 3.50€
Από τη ζωή του δειλινού,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-144-6,Ελληνική Λογοτεχνία,1989,112,5.00€ , 3.50€
H φόνισσα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-881-5,Ελληνική Λογοτεχνία,2001,200,9.00€ , 6.30€
