title,author,publisher,ISBN,category,date,pages,price,discount_price
Η ΔΙΚΗ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ. Η αποκάλυψη του πραγματικού προσώπου της εγκληματικής-ναζιστικής οργάνωσης,ΤΜΗΜΑ ΔΙΚΑΙΟΣΥΝΗΣ ΚΑΙ ΛΑΪΚΩΝ ΕΛΕΥΘΕΡΙΩΝ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-354-3,Πολιτική & Κοινωνία,Οκτώβριος 2020,296,13.00€ , 10.40€
Κι όμως$ κινείται,ΔΙΑΤΜΗΜΑΤΙΚΗ ΕΠΙΤΡΟΠΗ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ ΓΙΑ ΤΙΣ ΜΙΚΡΟΤΕΡΕΣ ΗΛΙΚΙΕΣ ΤΗΣ ΝΕΟΛΑΙΑΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-352-9,Παιδική & Νεανική Βιβλιοθήκη,Οκτώβριος 2020,152,9.00€ , 7.20€
1821. Η επανάσταση και οι απαρχές του ελληνικού αστικού κράτους,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-349-9,Πολιτική & Κοινωνία,Σεπτέμβριος 2020,400,20.00€ , 16.00€
Η παρέμβαση του ΚΚΕ στους βιοπαλαιστές αγρότες. Πρακτικά της Ευρείας Ολομέλειας της ΚΕ του ΚΚΕ,ΚΕΝΤΡΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-351-2,Πολιτική & Κοινωνία,Σεπτέμβριος 2020,,6.70€ , 5.36€
Διεθνής Κομμουνιστική Επιθεώρηση-τεύχος 10,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,2241-0201,Πολιτική & Κοινωνία,Σεπτέμβριος 2020,,5.00€,
Μια πρώτη γνωριμία με την επαναστατική θεωρία,ΙΔΕΟΛΟΓΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΣ ΤΗΣ ΚΝΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-350-5,Πολιτική & Κοινωνία,Σεπτέμβριος 2020,128,5.50€ , 4.40€
Σοσιαλισμός. Η απάντηση για τον 21ο αιώνα,ΙΔΕΟΛΟΓΙΚΗ ΕΠΙΤΡΟΠΗ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-345-1,Πολιτική & Κοινωνία,Αύγουστος 2020,320,9.00€ , 7.20€
Για το ουράνιο τόξο ψάξε!,ΠΛΑΤΑΝΙΑ Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-347-5,Παιδική & Νεανική Βιβλιοθήκη,Αύγουστος 2020,56,13.00€ , 10.40€
Για μια κοινωνία ελεύθερη από ναρκωτικά και όχι με ελεύθερα τα ναρκωτικά. Με το ΚΚΕ μπροστά για το σοσιαλισμό- κομμουνισμό,ΤΜΗΜΑ ΚΑΤΑ ΤΩΝ ΝΑΡΚΩΤΙΚΩΝ-ΕΞΑΡΤΗΣΕΩΝ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-346-8,Πολιτική & Κοινωνία,Αύγουστος 2020,88,5.50€ , 4.40€
Οι 12 καρέκλες,ΙΛΦ ΙΛΙΑ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-343-7,Ξένη Λογοτεχνία,Ιούλιος 2020,496,18.00€ , 14.40€
«Η Νίκη μας και πάλι πρωτάθλημα θα πάρει!…»,ΒΟΓΙΑΤΖΗΣ Θ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-342-0,Πολιτική & Κοινωνία,Ιούλιος 2020,544,22.20€ , 17.76€
Απολύεσαι εν πλω!,ΜΟΣΧΟΒΑΚΗΣ Ν.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-341-3,Πολιτική & Κοινωνία,Ιούνιος 2020,112,6.00€ , 4.80€
Άπαντα – Τόμος 04 (Νοέμβρης 1917 – Δεκέμβρης 1920),ΣΤΑΛΙΝ Ι. Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-337-6,Πολιτική & Κοινωνία,Ιούνιος 2020,544,20.00€ , 16.00€
Άπαντα – Τόμος 05 (1921-1923),ΣΤΑΛΙΝ Ι. Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-312-3,Πολιτική & Κοινωνία,Ιανουάριος 2019,508,20.00€ , 16.00€
Άπαντα – Τόμος 06 (1924),ΣΤΑΛΙΝ Ι. Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-304-8,Πολιτική & Κοινωνία,Ιανουάριος 2019,512,20.00€ , 16.00€
Η άγνωστη ιστορία του εργατικού κινήματος των ΗΠΑ (Από τον Εμφύλιο μέχρι το μακαρθισμό),ΜΠOΓEP Ρ. - MOPE Χ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-340-6,Πολιτική & Κοινωνία,Μάιος 2020,704,22.00€ , 17.60€
Άπαντα – 57 τόμοι,ΛΕΝΙΝ ΒΛΑΝΤΙΜΙΡ ΙΛΙΤΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Μαρξ - Ένγκελς - Λένιν,1985,,1, 1
Από τον Απρίλη στον Οκτώβρη. Κείμενα για την Οκτωβριανή Επανάσταση,ΛΕΝΙΝ ΒΛΑΝΤΙΜΙΡ ΙΛΙΤΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-338-3,Μαρξ - Ένγκελς - Λένιν,Μάιος 2020,472,10.00€ , 8.00€
Για την παρέμβαση του Κόμματος στους αυτοαπασχολούμενους της πόλης. Υλικά της Πανελλαδικής Συνδιάσκεψης του ΚΚΕ,ΚΕΝΤΡΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-336-9,Πολιτική & Κοινωνία,Μάιος 2020,288,6.50€ , 5.20€
150 χρόνια από τη γέννηση του Λένιν – E-BOOK (epub),ΛΕΝΙΝ ΒΛΑΝΤΙΜΙΡ ΙΛΙΤΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-339-0,Μαρξ - Ένγκελς - Λένιν,Απρίλιος 2020,,0.00€,
ΦΥΛΛΟ ΠΟΡΕΙΑΣ. Οι ένοπλες δυνάμεις$ η στρατιωτική θητεία και οι νέοι,ΕΠΙΤΡΟΠΗ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ ΓΙΑ ΤΙΣ ΕΝΟΠΛΕΣ ΔΥΝΑΜΕΙΣ ΚΑΙ ΤΑ ΣΩΜΑΤΑ ΑΣΦΑΛΕΙΑΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-335-2,Πολιτική & Κοινωνία,Μάρτιος 2020,128,5.50€ , 4.40€
Ο Αντώνης δε θα σκολάσει απόψε,ΣΩΤΗΡΑΚΟΥ ΠΙΤΣΑ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-334-5,Ελληνική Λογοτεχνία,Μάρτιος 2020,168,8.00€ , 6.40€
Μπόλικη πέτρα$ μπόλικη καρδιά…,ΥΠΗΡΕΣΙΑ ΑΡΧΕΙΟΥ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-333-8,Πολιτική & Κοινωνία,Μάρτιος 2020,72,5.50€ , 4.40€
Το τελευταίο τραγούδι,ΓΙΑΝΝΟΠΟΥΛΟΣ ΚΩΣΤΑΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-332-1,Ελληνική Λογοτεχνία,Φεβρουάριος 2020,32,4.00€ , 3.20€
Γιούρα. Ματωμένη βίβλος,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-331-4,Πολιτική & Κοινωνία,Φεβρουάριος 2020,640,25.00€ , 20.00€
Ζωή χωρίς εκμετάλλευση στην εποχή της “ψηφιακής οικονομίας” & τα “τσερνόμπιλ” του καπιταλισμού πίσω από το μύθο της πράσινης ανάπτυξης,ΙΔΕΟΛΟΓΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΣ ΤΗΣ ΚΝΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-327-7,Πολιτική & Κοινωνία,Ιανουάριος 2020,72,4.00€,
1940-1949. Δεκαετία όξυνσης της ταξικής πάλης στην Ελλάδα,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-329-1,Πολιτική & Κοινωνία,Φεβρουάριος 2020,184,10.00€ , 7.00€
Η καινούργια πατρίδα,ΦΑΡΣΑΚΙΔΗΣ Γ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-330-7,Πολιτική & Κοινωνία,Φεβρουάριος 2020,112,9.00€ , 7.20€
Στο Σύρμα,ΚΑΤΣΑΣ ΑΝΤ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-328-4,Ελληνική Λογοτεχνία,Ιανουάριος 2020,104,9.00€ , 7.20€
Η συνέχεια. Το ΚΚΕ στη σύγχρονη εποχή,ΧΑΛΒΑΤΖΗΣ Σ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Πολιτική & Κοινωνία,Σεπτέμβρης 1992,230,7.00€ , 5.60€
Ένα ταξίδι στα χρώματα,ΠΛΙΑΤΣΙΚΑ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-326-0,Παιδική & Νεανική Βιβλιοθήκη,Δεκέμβριος 2019,34,10.00€ , 8.00€
Ο Πάνος και το ποτάμι,ΠΛΙΑΤΣΙΚΑ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-325-3,Παιδική & Νεανική Βιβλιοθήκη,Δεκέμβριος 2019,26,10.00€ , 8.00€
Η ΕΥΡΩΠΗ ΣΤΟ ΠΡΟΣΚΗΝΙΟ. Η γέννηση του καπιταλισμού από το 15ο έως το 17ο αιώνα,ΜΑΡΚΟΥΣ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-324-6,Πολιτική & Κοινωνία,Δεκέμβριος 2019,200,12.00€ , 9.60€
Η 18η Ολομέλεια της ΚΕ του ΚΚΕ (24 Ιούνη – 2 Ιούλη 1973),ΚΕΝΤΡΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-323-9,Πολιτική & Κοινωνία,Δεκέμβριος 2019,976,23.00€ , 17.25€
Η συνάντηση της νεοελληνικής λογοτεχνίας µε το εργατικό κίνηµα και την κοµµουνιστική ιδεολογία… / ΕΠΙΣΤΗΜΟΝΙΚΟ ΣΥΝΕΔΡΙΟ,ΤΜΗΜΑ ΠΟΛΙΤΙΣΜΟΥ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-322-2,Πολιτική & Κοινωνία,Δεκέμβριος 2019,496,23.00€ , 17.25€
Εκμυστηρεύσεις της Έλλης Αλεξίου (ebook – pdf),ΝΙΚΟΛΑΪΔΟΥ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-515-8,Πολιτική & Κοινωνία,Σεπτέμβρης 2024,112,2.50€,
Βασιλίσα Μαλίγκινα,ΚΟΛΟΝΤΑΪ Α. Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-305-5,Ξένη Λογοτεχνία,Φεβρουάριος 2019,264,14.00€ , 10.50€
Για την απελευθέρωση των γυναικών από κάθε κοινωνική ανισότητα. Η αντίληψη του ΚΚΕ.,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-319-2,Πολιτική & Κοινωνία,Νοέμβριος 2019,240,10.00€ , 8.00€
Εδώ Πολυτεχνείο. 6 σχέδια – αφίσες,ΦΑΡΣΑΚΙΔΗΣ Γ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-318-5,Πολιτική & Κοινωνία,Οκτώβριος 2019,,6.00€ , 4.80€
Γυάρος. Θανατονήσι και Κάστρο Αγώνα «…μια η απάντησή μας: Ζήτω το ΚΚΕ»,ΥΠΗΡΕΣΙΑ ΑΡΧΕΙΟΥ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 317-8,Πολιτική & Κοινωνία,Οκτώβριος 2019,84,5.50€ , 4.40€
Αντεπίθεση για μια κοινωνία χωρίς εκμετάλλευση$ το Σοσιαλισμό,ΙΔΕΟΛΟΓΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΣ ΤΗΣ ΚΝΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-316-1,Πολιτική & Κοινωνία,Σεπτέμβριος 2019,88,5.00€ , 4.00€
Αλληλογραφία για Το Κεφάλαιο – Τόμος Α΄,ΕΝΓΚΕΛΣ Φ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-315-4,Μαρξ - Ένγκελς - Λένιν,Σεπτέμβριος 2019,306,18.00€ , 14.40€
ΔΙΑΓΩΝΙΣΜΟΣ ΛΟΓΟΤΕΧΝΙΑΣ για τα 100 χρόνια του ΚΚΕ. Τα βραβευμένα έργα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-313-0,Ελληνική Λογοτεχνία,2019,608,18.00€ , 14.40€
ΦΕΛΙΞ ΤΖΕΡΖΙΝΣΚΙ. Μαχητής της επανάστασης,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-311-6,Πολιτική & Κοινωνία,Αύγουστος 2019,112,7.00€ , 5.60€
Νερό κοινωνικό αγαθό και όχι εμπόρευμα. Οι εξελίξεις στην ΕΥΑΘ και οι θέσεις του ΚΚΕ,ΚΟΜΜΑΤΙΚΗ ΟΡΓΑΝΩΣΗ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-310-9,Πολιτική & Κοινωνία,Απρίλιος 2019,72,6.00€ , 4.80€
ΟΙ ΛΟΓΟΤΕΧΝΕΣ στην ταξική αναμέτρηση της δεκαετίας 1940-1950,ΜΟΣΧΟΣ Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-308-6,Πολιτική & Κοινωνία,Απρίλιος 2019,400,16.00€ , 12.00€
Εκμυστηρεύσεις της Έλλης Αλεξίου,ΝΙΚΟΛΑΪΔΟΥ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-309-3,Πολιτική & Κοινωνία,Απρίλιος 2019,112,7.00€ , 5.60€
Θεσσαλονίκη. Μήτρα ταξικής πάλης,ΕΠΙΤΡΟΠΗ ΠΕΡΙΟΧΗΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-307-9,Πολιτική & Κοινωνία,Μάρτιος 2019,256,14.00€ , 11.20€
Το ένατο κύμα (ΤΟΜΟΣ Β’),ΕΡΕΝΜΠΟΥΡΓΚ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-303-1,Ξένη Λογοτεχνία,Φεβρουάριος 2019,600,20.00€ , 16.00€
Πρόσωπα$ μνήμες$ γεγονότα. Γ τόμος,ΓΕΡΟΖΗΣΗΣ ΤΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-306-2,Πολιτική & Κοινωνία,Φεβρουάριος 2019,176,10.00€ , 8.00€
Το ένατο κύμα (ΤΟΜΟΣ Α’),ΕΡΕΝΜΠΟΥΡΓΚ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-302-4,Ξένη Λογοτεχνία,Ιανουάριος 2019,648,20.00€ , 16.00€
Η σφηγκοφωλιά,ΡΑΒΑΝΗΣ - ΡΕΝΤΗΣ Δ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-282-9,Ελληνική Λογοτεχνία,Ιανουάριος 2019,288,10.00€ , 8.00€
Αφηγήσεις για το ΔΣΕ,ΜΟΥΣΤΟΣ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-300-0,Πολιτική & Κοινωνία,Δεκέμβριος 2018,128,7.00€ , 5.60€
ΔΟΚΙΜΙΟ IΣTOPIAΣ ΤΟΥ ΚΚΕ.1939-1949 (Β2 τόμος),ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-297-3,Πολιτική & Κοινωνία,Νοέμβριος 2018,592,27.78€ , 20.00€
ΔΟΚΙΜΙΟ IΣTOPIAΣ ΤΟΥ ΚΚΕ.1939-1949 (Β1 τόμος),ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-296-6,Πολιτική & Κοινωνία,Νοέμβριος 2018,584,27.78€ , 20.00€
ΔΟΚΙΜΙΟ IΣTOPIAΣ ΤΟΥ ΚΚΕ.1918-1939 (Α2 τόμος),ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-295-9,Πολιτική & Κοινωνία,Νοέμβριος 2018,704,27.78€ , 20.00€
ΔΟΚΙΜΙΟ IΣTOPIAΣ ΤΟΥ ΚΚΕ.1918-1939 (Α1 τόμος),ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-294-2,Πολιτική & Κοινωνία,Νοέμβριος 2018,336,27.78€ , 20.00€
Τα κόκκινα συννεφάκια,ΛΑΜΠΡΙΝΙΔΗΣ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-298-0,Παιδική & Νεανική Βιβλιοθήκη,Νοέμβριος 2018,56,10.00€ , 8.00€
50 ΧΡΟΝΙΑ ΜΕΤΑ… Φανερές & αθέατες όψεις του Μάη 1968. Oμιλίες στο Φεστιβάλ ΑΕΙ της ΠΟ Σπουδάζουσας Αττικής της ΚΝΕ (Ιούνης 2018),ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-288-1,Πολιτική & Κοινωνία,Σεπτέμβριος 2018,88,5.00€ , 4.00€
100 χρόνια ΚΚΕ. Με το λαό για το σοσιαλισμό (Λεύκωμα),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-292-8,Πολιτική & Κοινωνία,Σεπτέμβριος 2018,456,18.00€ , 12.00€
Ο «Μαύρος». Αναμνήσεις για τον Καρλ Μαρξ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-291-1,Πολιτική & Κοινωνία,Σεπτέμβριος 2018,320,15.00€ , 12.00€
Θύελλα (τόμος Β΄),ΕΡΕΝΜΠΟΥΡΓΚ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-286-7,Ξένη Λογοτεχνία,Αύγουστος 2018,616,20.00€ , 16.00€
Πυρασφάλεια και δασοπροστασία,ΚΕΝΤΡΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 290-4,Πολιτική & Κοινωνία,Ιούλιος 2018,88,6.00€ , 4.80€
Οι διεθνείς εξελίξεις$ η κατάσταση στην περιοχή και τα κυριαρχικά δικαιώματα της Ελλάδας,ΚΕΝΤΡΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 289-8,Πολιτική & Κοινωνία,Ιούλιος 2018,88,6.00€ , 4.80€
Θάνος Μικρούτσικος. Καντάτα για τη Μακρόνησο του Γιάννη Ρίτσου. Σπουδή σε ποιήματα του Βλαδίμηρου Μαγιακόβσκη,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 285-0,Πολιτική & Κοινωνία,Ιούλιος 2018,64,10.00€ , 8.00€
Νίκος Τριανταφύλλου. Συνταγματάρχης του ΔΣΕ. Ένας φλογερός επαναστάτης.,ΚΟ ΦΘΙΩΤΙΔΑΣ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 287-4,Πολιτική & Κοινωνία,Ιούλιος 2018,160,10.00€ , 8.00€
Οκτωβριανή Επανάσταση και Παιδεία. Συλλογή κειμένων,ΤΜΗΜΑ ΠΑΙΔΕΙΑΣ & ΕΡΕΥΝΑΣ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-283-6,Πολιτική & Κοινωνία,Ιούλιος 2018,200,12.00€ , 9.00€
Στιγμές από τη ζωή και δράση της ΚΝΕ στην παρανομία,ΙΔΕΟΛΟΓΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΣ ΤΗΣ ΚΝΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 277-5,Πολιτική & Κοινωνία,Μάιος 2018,152,5.00€ , 4.00€
Κάρτες 100 χρόνια ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Πολιτική & Κοινωνία,Μάρτιος 2018,,5.00€ , 4.00€
Η 50χρονη πορεία της ΚΝΕ είναι η νεανική έφοδος στο μέλλον$ για το νέο κόσμο$ το σοσιαλισμό-κομμουνισμό,ΚΕΝΤΡΙΚΟ ΣΥΜΒΟΥΛΙΟ ΤΗΣ ΚΝΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 284-3,Πολιτική & Κοινωνία,Μάιος 2018,112,7.00€ , 5.60€
Πρόσωπα$ μνήμες$ γεγονότα. Β τόμος,ΓΕΡΟΖΗΣΗΣ ΤΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 281-2,Πολιτική & Κοινωνία,Ιούνιος 2018,160,7.00€ , 5.60€
Η θέση του ΚΚΕ για την προσχολική αγωγή των σύγχρονων αναγκών και δυνατοτήτων,ΤΜΗΜΑ ΠΑΙΔΕΙΑΣ & ΕΡΕΥΝΑΣ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451- 280-5,Πολιτική & Κοινωνία,Μάιος 2018,32,2.00€,
Ψυχές από εκατό χειμώνες,ΚΑΤΣΑΜΑΚΗ Δ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-276-8,Ελληνική Λογοτεχνία,Μάιος 2018,440,17.00€ , 13.60€
Θύελλα (ΤΟΜΟΣ Α’),ΕΡΕΝΜΠΟΥΡΓΚ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-279-9,Ξένη Λογοτεχνία,Μάιος 2018,592,20.00€ , 16.00€
Το λιβάδι με τις χίλιες και μία μαργαρίτες,ΛΑΜΠΡΙΝΙΔΗΣ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-275-1,Παιδική & Νεανική Βιβλιοθήκη,Μάρτιος 2018,72,10.00€ , 8.00€
Η ζωή στην πολιτική προσφυγιά. Υλικά του διημέρου εκδηλώσεων 16-17 Δεκέμβρη 2017$ Θεσσαλονίκη,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-274-4,Πολιτική & Κοινωνία,Μάρτιος 2018,184,10.00€ , 8.00€
ΒΙΤΣΙ (ΠΡΕΣΠΕΣ – ΒΑΡΝΟΥΝΤΑΣ – ΒΑΡΜΠΑ – ΜΑΛΙ ΜΑΔΙ). Στα βήματα του Δημοκρατικού Στρατού Ελλάδας (Ιστορικός – ταξιδιωτικός οδηγός),ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-273-7,Πολιτική & Κοινωνία,Φεβρουάριος 2018,160,15.00€ , 12.00€
Η πτώση του Παρισιού (ΤΟΜΟΣ Β’),ΕΡΕΝΜΠΟΥΡΓΚ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-272-0,Ξένη Λογοτεχνία,Φεβρουάριος 2018,368,15.00€ , 12.00€
Άπαντα – Τόμος 07 (1925),ΣΤΑΛΙΝ Ι. Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-269-0,Πολιτική & Κοινωνία,Ιανουάριος 2018,472,20.00€ , 16.00€
Οι δασικοί χάρτες και η ιδιοκτησία στα δάση. Η πρόταση του ΚΚΕ,ΤΜΗΜΑ ΑΓΡΟΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ ΤΗΣ ΚΕ ΤΟΥ ΚΚΕ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-271-3,Πολιτική & Κοινωνία,Ιανουάριος 2018,152,5.00€ , 4.00€
Η πτώση του Παρισιού (ΤΟΜΟΣ Α’),ΕΡΕΝΜΠΟΥΡΓΚ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-268-3,Ξένη Λογοτεχνία,Ιανουάριος 2018,360,15.00€ , 12.00€
Το σπουργιτάκι,ΓΚΟΡΚΙ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-266.9,Παιδική & Νεανική Βιβλιοθήκη,Νοέμβριος 2017,30,8.00€ , 6.40€
Και η θάλασσα ήταν τόσο κοντά…,ΡΑΒΑΝΗΣ - ΡΕΝΤΗΣ Δ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-265-2,Παιδική & Νεανική Βιβλιοθήκη,Νοέμβριος 2017,56,10.00€ , 8.00€
Πρόσωπα$ μνήμες$ γεγονότα. Α τόμος,ΓΕΡΟΖΗΣΗΣ ΤΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451264-5,Πολιτική & Κοινωνία,Νοέμβριος 2017,120,7.00€ , 5.60€
